key,source_file,line_number,byte_offset,source_text,translation_zh,notes
AUTO_RESOURCES_ASSETS_22965C8,Tiny Rogues_Data\resources.assets,5314,0x22965C8,"[[+1]] Mana Container<sprite name=""Mana"">","[[+1]] 法力容器<sprite name=""Mana"">","Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2296728,Tiny Rogues_Data\resources.assets,5315,0x2296728,Petrified Soul Heart Rock Reward,石化魂心石奖励,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2296760,Tiny Rogues_Data\resources.assets,5316,0x2296760,Petrified Soul Heart,石化灵魂之心,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2296790,Tiny Rogues_Data\resources.assets,5317,0x2296790,"[[+2]] Soul Hearts<sprite name=""Soul_Heart"">","[[+2]]灵魂之心<sprite name=""Soul_Heart"">","Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_22968F0,Tiny Rogues_Data\resources.assets,5318,0x22968F0,Random Vitamin Reward [From Loot Rock],随机维生素奖励 [来自战利品石],"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2296A90,Tiny Rogues_Data\resources.assets,5319,0x2296A90,Soul Heart x2 Reward,灵魂之心x2奖励,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2296ABC,Tiny Rogues_Data\resources.assets,5320,0x2296ABC,Soul Hearts,灵魂之心,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2296AE3,Tiny Rogues_Data\resources.assets,5321,0x2296AE3,[[+1]] Soul Heart<Soul_Heart>.,[[+1]]灵魂之心<Soul_Heart>。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2296D90,Tiny Rogues_Data\resources.assets,5322,0x2296D90,Rare Key Reward [When Explode Stuff],稀有钥匙奖励 [爆炸物品时],"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_22970E8,Tiny Rogues_Data\resources.assets,5323,0x22970E8,"Costs 1 Heart<sprite name=""Health"">","花费 1 颗心<sprite name=""Health"">","Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2297291,Tiny Rogues_Data\resources.assets,5324,0x2297291,a weapon.,一把武器。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2297583,Tiny Rogues_Data\resources.assets,5325,0x2297583,Magic Weapon.,魔法武器。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2297701,Tiny Rogues_Data\resources.assets,5326,0x2297701,Equipment.,设备。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_229787B,Tiny Rogues_Data\resources.assets,5327,0x229787B,Ranged Weapon.,远程武器。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2297A03,Tiny Rogues_Data\resources.assets,5328,0x2297A03,Melee Weapon.,近战武器。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2297C90,Tiny Rogues_Data\resources.assets,5329,0x2297C90,Final Boss Reward (Heaven Hell Shadow Planes Throne),最终首领奖励（天狱暗影位面王座）,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_RESOURCES_ASSETS_2297E38,Tiny Rogues_Data\resources.assets,5330,0x2297E38,Gold Reward Very Small,黄金奖励 非常小,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2297E68,Tiny Rogues_Data\resources.assets,5331,0x2297E68,Gold,金色,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2297E87,Tiny Rogues_Data\resources.assets,5332,0x2297E87,[[5]] Gold.,[[5]] 金色。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2297F58,Tiny Rogues_Data\resources.assets,5333,0x2297F58,Gold Reward Big (Not biggest),黄金奖励大（不是最大）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2297FC0,Tiny Rogues_Data\resources.assets,5335,0x2297FC0,Gold.,金色。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_22980D0,Tiny Rogues_Data\resources.assets,5336,0x22980D0,Luck Pickup Reward [Boss Reward],幸运拾取奖励[首领奖励],"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_RESOURCES_ASSETS_2298230,Tiny Rogues_Data\resources.assets,5337,0x2298230,Set Item Reward,设置物品奖励,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2298294,Tiny Rogues_Data\resources.assets,5338,0x2298294,Random Set Item,随机套装项目,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_22982B8,Tiny Rogues_Data\resources.assets,5339,0x22982B8,Grants an Equipment,授予装备,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_22982CC,Tiny Rogues_Data\resources.assets,5340,0x22982CC,Item with Set Bonus.,带有套装奖励的物品。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2298E70,Tiny Rogues_Data\resources.assets,5341,0x2298E70,Random Dice Reward [Esper Trait] x1,随机骰子奖励 [超能力特质] x1,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2299060,Tiny Rogues_Data\resources.assets,5342,0x2299060,Random Dice Reward [Farmer Boy and Slot Machine],随机骰子奖励[农民男孩和老虎机],"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_22993FC,Tiny Rogues_Data\resources.assets,5343,0x22993FC,Roll for an item,掷骰子获得一个物品,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_229941E,Tiny Rogues_Data\resources.assets,5344,0x229941E,"for the cost of 1 Heart<sprite name=""Health"">.","花费 1 颗心<sprite name=""Health"">。","Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2299568,Tiny Rogues_Data\resources.assets,5345,0x2299568,Blood Chest Spawn Reward (Start Of Game),血箱生成奖励（游戏开始）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2299BB8,Tiny Rogues_Data\resources.assets,5348,0x2299BB8,Booze Reward [One] [Includes Cheese],酒水奖励 [一个] [包括奶酪],"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2299F91,Tiny Rogues_Data\resources.assets,5349,0x2299F91,"Cursed<sprite name=""Curse"">","被诅咒<sprite name=""Curse"">","Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_229A0C8,Tiny Rogues_Data\resources.assets,5350,0x229A0C8,Dexterity Up Intelligence Up Reward,敏捷提升智力奖励,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_229A710,Tiny Rogues_Data\resources.assets,5351,0x229A710,Dexterity Up Strength Down Reward,敏捷向上 力量向下 奖励,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_229A8C8,Tiny Rogues_Data\resources.assets,5352,0x229A8C8,Double Soul Heart Pickup Reward,双魂心拾取奖励,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_229B0AC,Tiny Rogues_Data\resources.assets,5355,0x229B0AC,[[+15%]] Critical Hit Damage<Crit>,[[+15%]] 暴击伤害<Crit>,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_229B22C,Tiny Rogues_Data\resources.assets,5356,0x229B22C,[[+2.5%]] Critical Hit Chance<Crit>,[[+2.5%]] 暴击率<Crit>,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_229B3B4,Tiny Rogues_Data\resources.assets,5357,0x229B3B4,[[+10%]] Trigger Damage,[[+10%]] 触发伤害,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_229B530,Tiny Rogues_Data\resources.assets,5358,0x229B530,[[+5%]] Lucky Hit Chance<Luck>,[[+5%]] 幸运命中率<Luck>,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_229B83C,Tiny Rogues_Data\resources.assets,5360,0x229B83C,[[+3%]] Mana Recovery<Mana>,[[+3%]] 法力恢复<Mana>,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_229BB3C,Tiny Rogues_Data\resources.assets,5361,0x229BB3C,[[+2.5%]] Attack Speed,[[+2.5%]] 攻击速度,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_229BCB4,Tiny Rogues_Data\resources.assets,5362,0x229BCB4,[[+10%]] Damage,[[+10%]] 伤害,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_229BCC4,Tiny Rogues_Data\resources.assets,5363,0x229BCC4,with Non Critical Hits,非暴击,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_RESOURCES_ASSETS_229BDF0,Tiny Rogues_Data\resources.assets,5364,0x229BDF0,Giant Treasure Chest Spawn Reward,巨型宝箱生成奖励,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_229BFA0,Tiny Rogues_Data\resources.assets,5365,0x229BFA0,Gold Reward Medium [Petrified Hoard Rock],黄金奖励中型 [石化宝藏岩石],"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_229C130,Tiny Rogues_Data\resources.assets,5368,0x229C130,Gold Reward Medium [Rare],黄金奖励中等 [稀有],"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_229C2B0,Tiny Rogues_Data\resources.assets,5371,0x229C2B0,Gold Reward Medium,黄金奖励中号,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_229C428,Tiny Rogues_Data\resources.assets,5374,0x229C428,Gold Reward Small,黄金奖励 小,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_229C473,Tiny Rogues_Data\resources.assets,5376,0x229C473,[[10]] Gold.,[[10]] 金色。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_229C718,Tiny Rogues_Data\resources.assets,5377,0x229C718,Health Flask Refill Reward,生命药剂补充奖励,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_RESOURCES_ASSETS_229C890,Tiny Rogues_Data\resources.assets,5378,0x229C890,Health Fountain Reward Rare,生命之泉奖励稀有,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_RESOURCES_ASSETS_229C8F4,Tiny Rogues_Data\resources.assets,5380,0x229C8F4,"Hearts<sprite name=""Heart"">","心<sprite name=""Heart"">","Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_229C910,Tiny Rogues_Data\resources.assets,5381,0x229C910,"and Flasks<sprite name=""Flask"">.","和烧瓶<sprite name=""Flask"">。","Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_229CA40,Tiny Rogues_Data\resources.assets,5382,0x229CA40,Health Fountain Reward,生命之泉奖励,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_RESOURCES_ASSETS_229CBF0,Tiny Rogues_Data\resources.assets,5386,0x229CBF0,Intelligence Up Dexterity Down Reward,智力上升 敏捷下降 奖励,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_229D278,Tiny Rogues_Data\resources.assets,5387,0x229D278,Intelligence Up Strength Up Reward,智力提升 力量提升奖励,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_229D8A8,Tiny Rogues_Data\resources.assets,5390,0x229D8A8,Random Consumable Reward,随机消耗品奖励,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_229DBE8,Tiny Rogues_Data\resources.assets,5392,0x229DBE8,Random Infusion Effect Reward,随机注入效果奖励,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_229DEE0,Tiny Rogues_Data\resources.assets,5393,0x229DEE0,Random Trait Tome Reward,随机特质书奖励,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_229E350,Tiny Rogues_Data\resources.assets,5395,0x229E350,Rare Golden Chest Spawn Reward,稀有黄金宝箱生成奖励,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_229E650,Tiny Rogues_Data\resources.assets,5396,0x229E650,Set Item Stash Spawn Reward,设置物品隐藏生成奖励,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_229E960,Tiny Rogues_Data\resources.assets,5398,0x229E960,Soul Heart Pickup Reward,魂心拾取奖励,"Generated stable key from file name and byte offset; machine translated, controls validated"
